OrderID,Product,Store,Quantity,Price,OrderDate
ORD13000,Laptop,Ikeja,2,398656,2026-03-12
ORD13001,Laptop,Lekki,3,411310,2026-03-11
ORD13002,Smartphone,Lekki,5,117255,2026-03-12
ORD13003,Camera,Lekki,1,142938,2026-03-12
ORD13004,Smartphone,Ikeja,5,194499,2026-03-12
ORD13005,Laptop,Lekki,4,345699,2026-03-09
ORD13006,Smartphone,Ikeja,5,323356,2026-03-13
ORD13007,Smartwatch,Ikeja,2,131519,2026-03-08
ORD13008,Headphones,Yaba,1,45671,2026-03-10
ORD13009,Smartwatch,Yaba,4,460580,2026-03-12
ORD13010,Camera,Lekki,5,33799,2026-03-09
ORD13011,Camera,Yaba,1,346347,2026-03-10
ORD13012,Camera,Yaba,3,120658,2026-03-12
ORD13013,Smartwatch,Ikeja,5,309907,2026-03-13
ORD13014,Camera,Yaba,1,345156,2026-03-10
ORD13015,Smartwatch,Victoria Island,1,463278,2026-03-14
ORD13016,Camera,Victoria Island,2,499040,2026-03-10
ORD13017,Camera,Lekki,4,240566,2026-03-13
ORD13018,Smartwatch,Yaba,5,255710,2026-03-11
ORD13019,Smartphone,Ikeja,1,405288,2026-03-14
ORD13020,Smartphone,Lekki,1,393606,2026-03-09
ORD13021,Laptop,Lekki,1,334114,2026-03-10
ORD13022,Camera,Victoria Island,4,430420,2026-03-13
ORD13023,Headphones,Yaba,4,439404,2026-03-14
ORD13024,Smartwatch,Yaba,5,419023,2026-03-10
ORD13025,Camera,Ikeja,5,120641,2026-03-11
ORD13026,Laptop,Ikeja,2,205438,2026-03-14
ORD13027,Smartwatch,Ikeja,4,345292,2026-03-09
ORD13028,Smartphone,Ikeja,1,481983,2026-03-10
ORD13029,Laptop,Victoria Island,5,340270,2026-03-12
ORD13030,Camera,Yaba,4,499198,2026-03-13
ORD13031,Camera,Yaba,1,278687,2026-03-13
ORD13032,Smartphone,Victoria Island,2,289935,2026-03-08
ORD13033,Camera,Yaba,4,251406,2026-03-10
