OrderID,Product,Store,Quantity,Price,OrderDate
ORD14000,Headphones,Ikeja,5,45419,2026-03-19
ORD14001,Camera,Ikeja,1,480973,2026-03-21
ORD14002,Camera,Ikeja,1,36446,2026-03-20
ORD14003,Smartphone,Lekki,2,95136,2026-03-20
ORD14004,Laptop,Lekki,1,28733,2026-03-20
ORD14005,Laptop,Lekki,5,35720,2026-03-17
ORD14006,Laptop,Victoria Island,4,144361,2026-03-16
ORD14007,Camera,Ikeja,4,98385,2026-03-16
ORD14008,Camera,Ikeja,1,441559,2026-03-16
ORD14009,Headphones,Victoria Island,3,66681,2026-03-15
ORD14010,Smartwatch,Lekki,3,423093,2026-03-16
ORD14011,Laptop,Yaba,5,282942,2026-03-20
ORD14012,Camera,Ikeja,3,340439,2026-03-20
ORD14013,Smartphone,Yaba,4,376661,2026-03-20
ORD14014,Smartwatch,Lekki,3,273644,2026-03-18
ORD14015,Laptop,Ikeja,3,50160,2026-03-17
ORD14016,Headphones,Ikeja,5,492455,2026-03-18
ORD14017,Camera,Victoria Island,5,256466,2026-03-19
ORD14018,Smartwatch,Lekki,1,104174,2026-03-19
ORD14019,Headphones,Lekki,1,46653,2026-03-18
ORD14020,Headphones,Lekki,5,425791,2026-03-16
ORD14021,Headphones,Yaba,3,331590,2026-03-18
ORD14022,Camera,Lekki,1,174991,2026-03-15
ORD14023,Laptop,Yaba,5,213946,2026-03-15
ORD14024,Headphones,Ikeja,5,41841,2026-03-17
ORD14025,Headphones,Lekki,4,149175,2026-03-15
ORD14026,Headphones,Victoria Island,3,47568,2026-03-15
ORD14027,Headphones,Ikeja,5,247518,2026-03-16
ORD14028,Smartphone,Yaba,1,70165,2026-03-21
ORD14029,Smartphone,Victoria Island,3,54954,2026-03-19
ORD14030,Headphones,Ikeja,3,421243,2026-03-19
ORD14031,Smartwatch,Yaba,1,435835,2026-03-19
ORD14032,Smartwatch,Ikeja,2,316660,2026-03-18
ORD14033,Smartphone,Yaba,4,127782,2026-03-16
ORD14034,Smartwatch,Victoria Island,2,234671,2026-03-15
ORD14035,Laptop,Yaba,5,390985,2026-03-21
ORD14036,Smartwatch,Ikeja,1,214743,2026-03-17
ORD14037,Smartwatch,Ikeja,3,257845,2026-03-15
ORD14038,Camera,Yaba,3,91960,2026-03-17
ORD14039,Camera,Ikeja,1,140232,2026-03-19
ORD14040,Laptop,Victoria Island,3,292346,2026-03-18
ORD14041,Laptop,Ikeja,1,274091,2026-03-18
ORD14042,Camera,Ikeja,4,356717,2026-03-18
ORD14043,Smartwatch,Yaba,3,46188,2026-03-16
ORD14044,Smartphone,Yaba,5,445375,2026-03-15
ORD14045,Smartwatch,Yaba,3,174706,2026-03-18
ORD14046,Laptop,Ikeja,1,225887,2026-03-20
ORD14047,Camera,Yaba,1,196878,2026-03-16
ORD14048,Smartwatch,Yaba,5,432862,2026-03-21
ORD14049,Smartwatch,Lekki,3,324447,2026-03-17
ORD14050,Smartwatch,Victoria Island,2,153178,2026-03-20
ORD14051,Laptop,Victoria Island,5,126172,2026-03-17
ORD14052,Smartwatch,Lekki,5,33758,2026-03-19
ORD14053,Smartwatch,Victoria Island,2,404527,2026-03-19
ORD14054,Laptop,Lekki,1,182909,2026-03-21
ORD14055,Smartwatch,Lekki,2,210209,2026-03-17
ORD14056,Headphones,Victoria Island,3,165387,2026-03-21
ORD14057,Smartwatch,Lekki,5,139664,2026-03-21
ORD14058,Smartphone,Lekki,5,75088,2026-03-15
ORD14059,Smartwatch,Lekki,1,59550,2026-03-17
ORD14060,Camera,Ikeja,4,256868,2026-03-17
ORD14061,Camera,Ikeja,2,84646,2026-03-21
ORD14062,Laptop,Ikeja,1,388342,2026-03-21
ORD14063,Camera,Ikeja,3,395974,2026-03-19
ORD14064,Smartphone,Victoria Island,4,350753,2026-03-15
ORD14065,Smartphone,Ikeja,1,116920,2026-03-18
ORD14066,Laptop,Victoria Island,5,27341,2026-03-19
ORD14067,Headphones,Yaba,4,453402,2026-03-16
ORD14068,Camera,Yaba,5,246767,2026-03-20
ORD14069,Smartphone,Ikeja,5,236787,2026-03-15
ORD14070,Headphones,Ikeja,4,413369,2026-03-16
ORD14071,Smartphone,Victoria Island,2,180892,2026-03-21
ORD14072,Camera,Victoria Island,1,404597,2026-03-17
ORD14073,Camera,Victoria Island,2,260701,2026-03-16
ORD14074,Camera,Victoria Island,3,190448,2026-03-17
ORD14075,Smartwatch,Ikeja,4,162753,2026-03-16
ORD14076,Camera,Victoria Island,4,206111,2026-03-19
ORD14077,Laptop,Victoria Island,3,130405,2026-03-16
ORD14078,Smartwatch,Victoria Island,2,383604,2026-03-15
ORD14079,Laptop,Victoria Island,3,370903,2026-03-20
ORD14080,Laptop,Yaba,4,299012,2026-03-16
ORD14081,Headphones,Yaba,5,461122,2026-03-18
ORD14082,Headphones,Lekki,2,285905,2026-03-21
ORD14083,Smartwatch,Lekki,2,366265,2026-03-20
ORD14084,Smartphone,Ikeja,2,93432,2026-03-20
ORD14085,Camera,Lekki,5,274977,2026-03-16
ORD14086,Laptop,Yaba,5,441520,2026-03-19
ORD14087,Camera,Yaba,5,239108,2026-03-16
ORD14088,Camera,Ikeja,2,363570,2026-03-20
ORD14089,Smartphone,Lekki,1,292665,2026-03-15
ORD14090,Laptop,Yaba,3,155905,2026-03-16
ORD14091,Smartwatch,Ikeja,3,306573,2026-03-20
ORD14092,Smartphone,Ikeja,4,164379,2026-03-16
ORD14093,Laptop,Lekki,3,393689,2026-03-16
ORD14094,Headphones,Ikeja,2,167313,2026-03-15
ORD14095,Smartphone,Yaba,4,246650,2026-03-21
ORD14096,Smartphone,Ikeja,1,284071,2026-03-16
ORD14097,Laptop,Ikeja,1,485224,2026-03-21
ORD14098,Camera,Ikeja,5,421430,2026-03-16
ORD14099,Smartphone,Victoria Island,3,269322,2026-03-16
ORD14100,Smartphone,Lekki,1,499199,2026-03-21
ORD14101,Smartwatch,Lekki,3,278393,2026-03-15
ORD14102,Smartphone,Victoria Island,5,169456,2026-03-20
ORD14103,Laptop,Lekki,2,289490,2026-03-20
ORD14104,Headphones,Yaba,4,151369,2026-03-15
ORD14105,Smartwatch,Victoria Island,3,334442,2026-03-21
ORD14106,Smartphone,Ikeja,2,166779,2026-03-20
ORD14107,Smartphone,Ikeja,1,108960,2026-03-21
ORD14108,Laptop,Lekki,4,61928,2026-03-19
ORD14109,Camera,Ikeja,2,126189,2026-03-21
ORD14110,Laptop,Lekki,2,418803,2026-03-18
ORD14111,Laptop,Yaba,4,171604,2026-03-21
ORD14112,Headphones,Yaba,5,154484,2026-03-16
ORD14113,Laptop,Yaba,1,144972,2026-03-19
ORD14114,Camera,Victoria Island,3,277405,2026-03-17
ORD14115,Smartwatch,Ikeja,2,262691,2026-03-19
ORD14116,Camera,Lekki,2,77740,2026-03-20
ORD14117,Smartwatch,Ikeja,5,406582,2026-03-15
ORD14118,Smartphone,Ikeja,1,182498,2026-03-15
ORD14119,Camera,Yaba,5,92603,2026-03-15
ORD14120,Headphones,Lekki,2,35722,2026-03-19
ORD14121,Laptop,Victoria Island,5,125893,2026-03-18
