OrderID,Product,Store,Quantity,Price,OrderDate
ORD15000,Smartphone,Lekki,1,108777,2026-03-28
ORD15001,Headphones,Yaba,4,75131,2026-03-25
ORD15002,Laptop,Lekki,2,438185,2026-03-25
ORD15003,Headphones,Ikeja,2,477477,2026-03-24
ORD15004,Camera,Lekki,3,418557,2026-03-27
ORD15005,Laptop,Ikeja,2,69739,2026-03-27
ORD15006,Laptop,Victoria Island,1,67865,2026-03-22
ORD15007,Headphones,Lekki,4,294914,2026-03-27
ORD15008,Smartwatch,Lekki,5,438089,2026-03-24
ORD15009,Headphones,Ikeja,4,317169,2026-03-22
ORD15010,Camera,Lekki,1,248098,2026-03-22
ORD15011,Smartphone,Victoria Island,3,292674,2026-03-25
ORD15012,Laptop,Victoria Island,1,228681,2026-03-27
ORD15013,Smartphone,Yaba,4,278480,2026-03-25
ORD15014,Smartphone,Yaba,1,258549,2026-03-26
ORD15015,Smartwatch,Yaba,3,440120,2026-03-27
ORD15016,Laptop,Victoria Island,4,465264,2026-03-25
ORD15017,Camera,Victoria Island,2,434075,2026-03-23
ORD15018,Smartwatch,Victoria Island,4,152141,2026-03-28
ORD15019,Smartwatch,Yaba,3,73885,2026-03-25
ORD15020,Camera,Ikeja,2,384312,2026-03-26
ORD15021,Smartphone,Ikeja,2,299917,2026-03-27
ORD15022,Headphones,Yaba,4,448457,2026-03-27
ORD15023,Laptop,Yaba,3,349535,2026-03-25
ORD15024,Smartphone,Victoria Island,1,226124,2026-03-25
ORD15025,Camera,Ikeja,4,159900,2026-03-22
ORD15026,Headphones,Lekki,4,129143,2026-03-22
ORD15027,Camera,Ikeja,2,29147,2026-03-28
ORD15028,Smartphone,Yaba,3,218396,2026-03-23
ORD15029,Camera,Yaba,1,461065,2026-03-23
ORD15030,Smartphone,Lekki,1,298637,2026-03-27
ORD15031,Laptop,Ikeja,2,268848,2026-03-23
ORD15032,Smartphone,Victoria Island,3,197689,2026-03-24
ORD15033,Headphones,Lekki,3,40756,2026-03-23
ORD15034,Smartphone,Victoria Island,5,283587,2026-03-23
ORD15035,Smartphone,Victoria Island,3,76997,2026-03-27
ORD15036,Smartphone,Yaba,5,450847,2026-03-22
ORD15037,Laptop,Yaba,5,168866,2026-03-28
ORD15038,Smartwatch,Ikeja,5,212934,2026-03-23
ORD15039,Headphones,Victoria Island,3,30234,2026-03-28
ORD15040,Smartwatch,Yaba,3,476162,2026-03-28
ORD15041,Laptop,Ikeja,1,141970,2026-03-26
ORD15042,Smartwatch,Lekki,5,434010,2026-03-24
ORD15043,Smartwatch,Victoria Island,2,191311,2026-03-26
ORD15044,Smartwatch,Lekki,3,109755,2026-03-27
ORD15045,Headphones,Ikeja,2,192639,2026-03-24
ORD15046,Laptop,Yaba,5,373383,2026-03-22
ORD15047,Smartwatch,Yaba,4,248845,2026-03-22
ORD15048,Camera,Ikeja,1,319060,2026-03-28
ORD15049,Smartwatch,Ikeja,2,493584,2026-03-28
ORD15050,Smartwatch,Ikeja,1,181587,2026-03-28
ORD15051,Smartphone,Ikeja,5,45314,2026-03-28
ORD15052,Smartwatch,Ikeja,3,242723,2026-03-28
ORD15053,Camera,Yaba,1,462255,2026-03-22
ORD15054,Laptop,Yaba,3,324497,2026-03-22
ORD15055,Laptop,Yaba,2,53378,2026-03-27
ORD15056,Laptop,Yaba,2,161738,2026-03-26
ORD15057,Smartwatch,Victoria Island,1,439995,2026-03-26
ORD15058,Smartphone,Yaba,1,325829,2026-03-28
ORD15059,Smartwatch,Lekki,4,135067,2026-03-24
ORD15060,Laptop,Victoria Island,3,336609,2026-03-24
ORD15061,Laptop,Victoria Island,5,450658,2026-03-27
ORD15062,Smartwatch,Victoria Island,3,347234,2026-03-28
ORD15063,Laptop,Ikeja,4,69611,2026-03-27
ORD15064,Laptop,Yaba,2,175684,2026-03-27
ORD15065,Smartphone,Ikeja,4,277089,2026-03-27
ORD15066,Laptop,Ikeja,3,434621,2026-03-22
ORD15067,Smartphone,Yaba,2,60888,2026-03-28
ORD15068,Headphones,Victoria Island,3,456669,2026-03-23
ORD15069,Camera,Yaba,3,131038,2026-03-23
ORD15070,Headphones,Lekki,1,173175,2026-03-22
ORD15071,Laptop,Lekki,3,369502,2026-03-25
ORD15072,Laptop,Lekki,4,63933,2026-03-26
ORD15073,Smartphone,Lekki,1,65078,2026-03-28
ORD15074,Smartphone,Victoria Island,2,286155,2026-03-23
ORD15075,Camera,Ikeja,1,45623,2026-03-28
ORD15076,Smartphone,Yaba,1,188553,2026-03-22
ORD15077,Laptop,Yaba,5,336808,2026-03-28
ORD15078,Smartphone,Lekki,3,124701,2026-03-24
ORD15079,Headphones,Yaba,5,322355,2026-03-27
ORD15080,Smartwatch,Victoria Island,1,117078,2026-03-26
ORD15081,Smartphone,Lekki,3,380233,2026-03-28
ORD15082,Camera,Lekki,2,123985,2026-03-27
ORD15083,Camera,Victoria Island,1,34494,2026-03-22
ORD15084,Laptop,Victoria Island,1,67924,2026-03-23
ORD15085,Laptop,Lekki,5,487310,2026-03-23
ORD15086,Headphones,Victoria Island,2,241800,2026-03-27
ORD15087,Laptop,Yaba,3,465492,2026-03-24
ORD15088,Smartphone,Yaba,4,451352,2026-03-26
ORD15089,Smartphone,Ikeja,3,257061,2026-03-23
ORD15090,Headphones,Yaba,5,147815,2026-03-23
ORD15091,Camera,Ikeja,1,325812,2026-03-25
ORD15092,Laptop,Lekki,5,257944,2026-03-28
ORD15093,Laptop,Victoria Island,4,480306,2026-03-26
ORD15094,Smartwatch,Ikeja,1,141341,2026-03-28
ORD15095,Camera,Ikeja,4,111496,2026-03-22
ORD15096,Camera,Ikeja,3,429622,2026-03-22
ORD15097,Smartwatch,Ikeja,1,458379,2026-03-23
ORD15098,Smartphone,Lekki,5,161963,2026-03-23
ORD15099,Smartphone,Ikeja,3,490849,2026-03-28
ORD15100,Smartphone,Yaba,1,285689,2026-03-26
ORD15101,Smartwatch,Ikeja,5,450431,2026-03-24
ORD15102,Camera,Yaba,1,160316,2026-03-28
ORD15103,Smartphone,Lekki,4,271745,2026-03-26
ORD15104,Camera,Victoria Island,5,353756,2026-03-23
ORD15105,Laptop,Victoria Island,3,353092,2026-03-27
ORD15106,Headphones,Ikeja,5,145080,2026-03-28
ORD15107,Smartwatch,Yaba,5,203446,2026-03-22
ORD15108,Smartwatch,Ikeja,4,286833,2026-03-28
ORD15109,Smartwatch,Ikeja,4,367225,2026-03-28
ORD15110,Laptop,Ikeja,3,177516,2026-03-22
ORD15111,Smartphone,Victoria Island,1,396290,2026-03-26
ORD15112,Headphones,Yaba,5,145122,2026-03-25
ORD15113,Smartphone,Ikeja,5,258181,2026-03-26
ORD15114,Camera,Lekki,5,211390,2026-03-26
ORD15115,Smartphone,Victoria Island,2,366363,2026-03-24
ORD15116,Camera,Ikeja,3,371150,2026-03-28
ORD15117,Smartwatch,Ikeja,1,89307,2026-03-26
ORD15118,Laptop,Victoria Island,1,214164,2026-03-28
ORD15119,Laptop,Ikeja,4,119456,2026-03-28
ORD15120,Laptop,Yaba,4,67755,2026-03-25
ORD15121,Smartphone,Victoria Island,5,82829,2026-03-24
ORD15122,Smartphone,Victoria Island,3,238356,2026-03-25
ORD15123,Camera,Victoria Island,4,227772,2026-03-23
ORD15124,Smartphone,Lekki,4,389554,2026-03-22
ORD15125,Smartphone,Victoria Island,2,45954,2026-03-23
ORD15126,Smartphone,Ikeja,2,459632,2026-03-28
ORD15127,Headphones,Victoria Island,5,331982,2026-03-23
ORD15128,Camera,Ikeja,1,374446,2026-03-28
ORD15129,Laptop,Lekki,1,219980,2026-03-22
ORD15130,Laptop,Ikeja,3,130017,2026-03-27
ORD15131,Smartphone,Lekki,1,365731,2026-03-28
ORD15132,Laptop,Ikeja,4,238596,2026-03-27
ORD15133,Headphones,Ikeja,3,474904,2026-03-27
ORD15134,Smartphone,Ikeja,5,50517,2026-03-24
ORD15135,Camera,Lekki,3,291971,2026-03-28
ORD15136,Camera,Victoria Island,5,145491,2026-03-23
ORD15137,Laptop,Ikeja,2,236379,2026-03-22
ORD15138,Camera,Ikeja,2,24720,2026-03-27
ORD15139,Laptop,Ikeja,1,301837,2026-03-27
ORD15140,Smartwatch,Yaba,4,58123,2026-03-24
ORD15141,Smartwatch,Ikeja,4,447691,2026-03-25
ORD15142,Laptop,Lekki,3,177512,2026-03-26
ORD15143,Smartphone,Ikeja,2,483129,2026-03-23
ORD15144,Smartwatch,Ikeja,4,412795,2026-03-25
ORD15145,Camera,Lekki,2,428867,2026-03-26
ORD15146,Smartwatch,Lekki,3,57779,2026-03-25
ORD15147,Headphones,Yaba,3,79831,2026-03-27
ORD15148,Smartwatch,Ikeja,3,288673,2026-03-26
ORD15149,Headphones,Victoria Island,4,193776,2026-03-28
ORD15150,Smartwatch,Lekki,1,209765,2026-03-24
ORD15151,Smartphone,Ikeja,3,362038,2026-03-28
ORD15152,Headphones,Ikeja,1,347126,2026-03-27
ORD15153,Smartphone,Yaba,2,406511,2026-03-24
ORD15154,Camera,Yaba,5,45263,2026-03-24
ORD15155,Camera,Lekki,2,206637,2026-03-28
ORD15156,Smartwatch,Lekki,2,290027,2026-03-22
ORD15157,Laptop,Victoria Island,3,343228,2026-03-28
ORD15158,Laptop,Victoria Island,3,122675,2026-03-25
ORD15159,Smartphone,Yaba,3,220037,2026-03-28
