OrderID,Product,Store,Quantity,Price,OrderDate
ORD13000,Laptop,Yaba,5,260553,2026-04-05
ORD13001,Headphones,Lekki,1,114357,2026-04-09
ORD13002,Laptop,Victoria Island,3,148324,2026-04-06
ORD13003,Camera,Victoria Island,3,447005,2026-04-05
ORD13004,Headphones,Lekki,4,389105,2026-04-11
ORD13005,Smartphone,Ikeja,5,290799,2026-04-05
ORD13006,Laptop,Yaba,3,230907,2026-04-08
ORD13007,Smartphone,Yaba,1,473365,2026-04-09
ORD13008,Laptop,Yaba,3,430197,2026-04-05
ORD13009,Headphones,Yaba,1,360292,2026-04-09
ORD13010,Smartphone,Lekki,1,43156,2026-04-11
ORD13011,Headphones,Lekki,3,203484,2026-04-05
ORD13012,Headphones,Victoria Island,1,39208,2026-04-07
ORD13013,Smartwatch,Victoria Island,5,264902,2026-04-05
ORD13014,Smartwatch,Yaba,5,127431,2026-04-07
ORD13015,Laptop,Yaba,1,294509,2026-04-07
ORD13016,Laptop,Yaba,2,40632,2026-04-10
ORD13017,Laptop,Lekki,1,195505,2026-04-08
ORD13018,Camera,Ikeja,2,261983,2026-04-10
ORD13019,Smartphone,Victoria Island,3,351771,2026-04-05
ORD13020,Camera,Yaba,2,368647,2026-04-05
ORD13021,Laptop,Lekki,5,158618,2026-04-09
ORD13022,Headphones,Yaba,4,41654,2026-04-06
ORD13023,Smartphone,Yaba,3,190090,2026-04-05
ORD13024,Smartphone,Yaba,1,471291,2026-04-06
ORD13025,Smartphone,Ikeja,4,228567,2026-04-05
ORD13026,Headphones,Lekki,1,166419,2026-04-10
ORD13027,Headphones,Yaba,3,441401,2026-04-06
ORD13028,Laptop,Lekki,4,254183,2026-04-10
ORD13029,Smartwatch,Ikeja,5,487490,2026-04-06
ORD13030,Smartphone,Victoria Island,4,240595,2026-04-09
ORD13031,Smartphone,Victoria Island,2,174089,2026-04-09
ORD13032,Laptop,Yaba,2,345640,2026-04-08
ORD13033,Camera,Lekki,1,401741,2026-04-08
ORD13034,Smartphone,Lekki,4,145783,2026-04-08
ORD13035,Camera,Victoria Island,3,383867,2026-04-11
ORD13036,Laptop,Victoria Island,4,124219,2026-04-10
ORD13037,Smartphone,Ikeja,5,412505,2026-04-09
ORD13038,Laptop,Lekki,4,198393,2026-04-06
ORD13039,Camera,Lekki,5,361012,2026-04-05
ORD13040,Laptop,Ikeja,3,454852,2026-04-07
ORD13041,Camera,Ikeja,2,407399,2026-04-05
ORD13042,Laptop,Victoria Island,4,482045,2026-04-09
ORD13043,Smartwatch,Victoria Island,2,181713,2026-04-11
ORD13044,Camera,Yaba,5,107149,2026-04-10
ORD13045,Laptop,Victoria Island,4,110153,2026-04-10
ORD13046,Headphones,Lekki,5,140641,2026-04-09
ORD13047,Laptop,Yaba,1,315143,2026-04-08
ORD13048,Headphones,Yaba,4,481034,2026-04-10
ORD13049,Camera,Victoria Island,5,431006,2026-04-10
ORD13050,Headphones,Yaba,1,374504,2026-04-08
ORD13051,Camera,Lekki,1,233807,2026-04-05
ORD13052,Camera,Ikeja,5,345597,2026-04-05
ORD13053,Headphones,Lekki,3,170390,2026-04-07
ORD13054,Laptop,Lekki,2,474058,2026-04-06
ORD13055,Laptop,Yaba,1,278031,2026-04-07
ORD13056,Headphones,Lekki,5,65732,2026-04-11
ORD13057,Smartphone,Yaba,5,373915,2026-04-11
ORD13058,Laptop,Ikeja,1,222035,2026-04-07
ORD13059,Laptop,Victoria Island,2,466011,2026-04-05
ORD13060,Camera,Victoria Island,1,408645,2026-04-11
ORD13061,Camera,Lekki,2,256680,2026-04-05
ORD13062,Smartphone,Ikeja,4,224513,2026-04-06
ORD13063,Headphones,Victoria Island,5,365106,2026-04-09
ORD13064,Smartphone,Yaba,5,343046,2026-04-08
ORD13065,Laptop,Ikeja,1,91277,2026-04-10
ORD13066,Headphones,Lekki,1,187568,2026-04-06
ORD13067,Smartphone,Victoria Island,5,498458,2026-04-06
ORD13068,Smartwatch,Lekki,1,388648,2026-04-08
ORD13069,Smartphone,Yaba,1,491822,2026-04-11
ORD13070,Smartphone,Ikeja,5,355009,2026-04-09
ORD13071,Camera,Victoria Island,1,25913,2026-04-08
ORD13072,Headphones,Ikeja,2,282614,2026-04-09
ORD13073,Laptop,Victoria Island,1,233574,2026-04-08
ORD13074,Laptop,Yaba,5,347342,2026-04-05
ORD13075,Headphones,Ikeja,5,42254,2026-04-05
ORD13076,Camera,Lekki,5,153885,2026-04-08
ORD13077,Headphones,Ikeja,3,122372,2026-04-11
ORD13078,Smartwatch,Lekki,5,324514,2026-04-11
ORD13079,Laptop,Victoria Island,4,321579,2026-04-08
ORD13080,Camera,Yaba,1,257789,2026-04-10
ORD13081,Headphones,Victoria Island,5,227112,2026-04-10
ORD13082,Smartphone,Victoria Island,3,33890,2026-04-07
ORD13083,Camera,Ikeja,5,111794,2026-04-11
ORD13084,Smartwatch,Victoria Island,3,224549,2026-04-10
ORD13085,Camera,Lekki,4,404824,2026-04-09
ORD13086,Smartwatch,Victoria Island,2,462492,2026-04-11
ORD13087,Camera,Ikeja,4,473369,2026-04-05
ORD13088,Camera,Ikeja,3,129441,2026-04-07
ORD13089,Smartphone,Lekki,4,409086,2026-04-09
ORD13090,Laptop,Yaba,2,198907,2026-04-10
ORD13091,Smartwatch,Victoria Island,4,460808,2026-04-06
ORD13092,Camera,Victoria Island,4,70048,2026-04-09
ORD13093,Smartphone,Yaba,1,394483,2026-04-09
ORD13094,Camera,Ikeja,5,400895,2026-04-05
ORD13095,Smartwatch,Lekki,5,201947,2026-04-10
ORD13096,Headphones,Yaba,5,356221,2026-04-07
ORD13097,Camera,Victoria Island,2,54422,2026-04-08
ORD13098,Camera,Victoria Island,4,386385,2026-04-05
ORD13099,Laptop,Ikeja,5,127376,2026-04-11
ORD13100,Smartphone,Ikeja,4,171601,2026-04-07
ORD13101,Smartwatch,Victoria Island,1,36265,2026-04-11
ORD13102,Camera,Victoria Island,5,382696,2026-04-11
ORD13103,Camera,Lekki,2,360748,2026-04-11
ORD13104,Smartwatch,Yaba,4,367135,2026-04-10
ORD13105,Camera,Yaba,1,287138,2026-04-10
ORD13106,Smartwatch,Ikeja,3,170611,2026-04-09
ORD13107,Smartwatch,Ikeja,4,165642,2026-04-08
ORD13108,Smartphone,Ikeja,1,28308,2026-04-10
ORD13109,Smartwatch,Ikeja,1,104799,2026-04-09
ORD13110,Smartwatch,Lekki,2,376182,2026-04-09
ORD13111,Camera,Lekki,3,465516,2026-04-08
ORD13112,Smartphone,Yaba,3,475999,2026-04-06
ORD13113,Laptop,Ikeja,4,216385,2026-04-10
ORD13114,Smartphone,Yaba,5,301402,2026-04-08
ORD13115,Laptop,Victoria Island,3,77647,2026-04-10
ORD13116,Camera,Lekki,2,126559,2026-04-05
ORD13117,Laptop,Lekki,3,405636,2026-04-10
ORD13118,Camera,Yaba,2,230698,2026-04-08
ORD13119,Smartphone,Yaba,3,45233,2026-04-09
ORD13120,Camera,Yaba,1,223861,2026-04-08
ORD13121,Camera,Yaba,2,144377,2026-04-10
ORD13122,Smartwatch,Ikeja,1,255827,2026-04-07
ORD13123,Smartwatch,Yaba,5,337399,2026-04-06
ORD13124,Smartwatch,Victoria Island,2,320771,2026-04-06
ORD13125,Smartphone,Ikeja,1,246758,2026-04-06
ORD13126,Headphones,Lekki,3,329101,2026-04-11
ORD13127,Smartwatch,Ikeja,5,38440,2026-04-08
ORD13128,Smartphone,Victoria Island,4,377906,2026-04-11
ORD13129,Smartphone,Victoria Island,2,207960,2026-04-11
ORD13130,Camera,Yaba,4,150856,2026-04-09
ORD13131,Laptop,Victoria Island,4,143441,2026-04-10
ORD13132,Camera,Lekki,3,139208,2026-04-10
ORD13133,Headphones,Ikeja,1,448874,2026-04-06
ORD13134,Laptop,Yaba,5,237505,2026-04-09
ORD13135,Headphones,Victoria Island,2,371971,2026-04-05
ORD13136,Laptop,Victoria Island,1,300033,2026-04-06
ORD13137,Headphones,Victoria Island,1,154569,2026-04-11
ORD13138,Headphones,Lekki,5,57183,2026-04-10
ORD13139,Smartphone,Ikeja,2,171005,2026-04-07
ORD13140,Smartwatch,Lekki,3,196428,2026-04-05
ORD13141,Smartphone,Victoria Island,4,320423,2026-04-09
ORD13142,Smartphone,Yaba,1,399730,2026-04-05
ORD13143,Smartwatch,Victoria Island,2,130666,2026-04-08
ORD13144,Smartphone,Lekki,5,452337,2026-04-07
ORD13145,Headphones,Ikeja,5,43074,2026-04-08
ORD13146,Smartphone,Victoria Island,4,117461,2026-04-10
ORD13147,Laptop,Ikeja,3,305234,2026-04-10
ORD13148,Smartwatch,Lekki,5,254239,2026-04-11
ORD13149,Laptop,Yaba,3,310073,2026-04-06
ORD13150,Laptop,Ikeja,4,433310,2026-04-10
ORD13151,Laptop,Yaba,2,430099,2026-04-05
ORD13152,Headphones,Yaba,2,118317,2026-04-09
ORD13153,Laptop,Victoria Island,3,303282,2026-04-11
ORD13154,Smartphone,Victoria Island,3,302381,2026-04-10
ORD13155,Smartphone,Ikeja,4,69416,2026-04-06
ORD13156,Headphones,Ikeja,2,344437,2026-04-09
