OrderID,Product,Store,Quantity,Price,OrderDate
ORD12000,Smartphone,Yaba,1,121100,2026-03-05
ORD12001,Smartphone,Ikeja,5,410448,2026-03-03
ORD12002,Smartphone,Lekki,4,33977,2026-03-03
ORD12003,Headphones,Ikeja,1,22157,2026-03-01
ORD12004,Headphones,Victoria Island,5,340129,2026-03-05
ORD12005,Laptop,Yaba,2,463330,2026-03-01
ORD12006,Smartphone,Yaba,2,61708,2026-03-02
ORD12007,Camera,Ikeja,4,242411,2026-03-01
ORD12008,Camera,Yaba,4,114286,2026-03-01
ORD12009,Laptop,Victoria Island,3,440282,2026-03-06
ORD12010,Smartphone,Victoria Island,1,469910,2026-03-06
ORD12011,Headphones,Lekki,5,290213,2026-03-02
ORD12012,Camera,Lekki,1,412592,2026-03-03
ORD12013,Camera,Yaba,4,170620,2026-03-01
ORD12014,Smartwatch,Lekki,1,292425,2026-03-02
ORD12015,Headphones,Lekki,3,168570,2026-03-04
ORD12016,Headphones,Yaba,2,172790,2026-03-01
ORD12017,Headphones,Ikeja,3,326967,2026-03-03
ORD12018,Laptop,Victoria Island,1,233319,2026-03-07
ORD12019,Laptop,Yaba,4,291655,2026-03-03
ORD12020,Smartwatch,Lekki,1,430199,2026-03-03
ORD12021,Headphones,Victoria Island,4,115611,2026-03-05
ORD12022,Smartwatch,Victoria Island,2,230261,2026-03-03
ORD12023,Laptop,Lekki,2,163268,2026-03-03
ORD12024,Camera,Victoria Island,3,239544,2026-03-05
ORD12025,Smartphone,Yaba,4,416177,2026-03-05
ORD12026,Headphones,Lekki,5,388254,2026-03-02
ORD12027,Camera,Victoria Island,5,449379,2026-03-02
ORD12028,Laptop,Ikeja,4,232443,2026-03-03
ORD12029,Headphones,Victoria Island,3,364523,2026-03-04
ORD12030,Smartwatch,Victoria Island,2,152433,2026-03-04
ORD12031,Laptop,Ikeja,4,312213,2026-03-03
ORD12032,Smartphone,Yaba,4,410676,2026-03-01
ORD12033,Laptop,Victoria Island,4,279241,2026-03-02
ORD12034,Smartphone,Victoria Island,2,154909,2026-03-07
ORD12035,Laptop,Victoria Island,1,279278,2026-03-04
ORD12036,Camera,Yaba,4,47467,2026-03-04
ORD12037,Smartwatch,Yaba,1,63909,2026-03-05
ORD12038,Smartphone,Victoria Island,4,438016,2026-03-02
ORD12039,Smartwatch,Yaba,2,83340,2026-03-04
ORD12040,Smartwatch,Yaba,3,320941,2026-03-06
ORD12041,Smartwatch,Ikeja,1,269492,2026-03-02
ORD12042,Headphones,Yaba,1,332793,2026-03-07
ORD12043,Smartwatch,Lekki,3,203281,2026-03-07
ORD12044,Smartphone,Ikeja,3,385578,2026-03-02
ORD12045,Smartwatch,Lekki,1,305434,2026-03-07
ORD12046,Smartphone,Yaba,1,499003,2026-03-03
ORD12047,Camera,Yaba,1,277450,2026-03-02
ORD12048,Smartwatch,Victoria Island,3,440646,2026-03-03
ORD12049,Laptop,Ikeja,4,73186,2026-03-06
ORD12050,Headphones,Lekki,4,276563,2026-03-05
ORD12051,Smartphone,Ikeja,3,81262,2026-03-05
ORD12052,Camera,Ikeja,2,288996,2026-03-07
ORD12053,Smartwatch,Ikeja,2,160477,2026-03-02
ORD12054,Camera,Ikeja,1,398777,2026-03-06
ORD12055,Headphones,Ikeja,2,431005,2026-03-04
ORD12056,Camera,Lekki,1,363060,2026-03-01
ORD12057,Laptop,Ikeja,3,457221,2026-03-05
ORD12058,Smartwatch,Lekki,3,421951,2026-03-07
ORD12059,Laptop,Victoria Island,3,88185,2026-03-04
ORD12060,Smartwatch,Victoria Island,3,71419,2026-03-07
ORD12061,Camera,Ikeja,3,247963,2026-03-02
ORD12062,Laptop,Ikeja,3,356528,2026-03-02
ORD12063,Headphones,Victoria Island,3,488022,2026-03-07
ORD12064,Headphones,Ikeja,1,98461,2026-03-07
ORD12065,Headphones,Victoria Island,2,228166,2026-03-07
ORD12066,Smartwatch,Victoria Island,3,455264,2026-03-01
ORD12067,Smartphone,Ikeja,2,440603,2026-03-06
ORD12068,Headphones,Victoria Island,5,489185,2026-03-02
ORD12069,Smartphone,Victoria Island,5,21587,2026-03-06
ORD12070,Laptop,Lekki,3,75345,2026-03-01
ORD12071,Headphones,Lekki,5,153811,2026-03-02
ORD12072,Smartwatch,Victoria Island,1,245510,2026-03-03
ORD12073,Laptop,Ikeja,2,104044,2026-03-01
ORD12074,Headphones,Ikeja,3,160158,2026-03-02
ORD12075,Camera,Lekki,1,150132,2026-03-06
ORD12076,Smartwatch,Yaba,3,66173,2026-03-01
ORD12077,Laptop,Victoria Island,1,89253,2026-03-02
ORD12078,Camera,Victoria Island,2,433168,2026-03-01
ORD12079,Smartphone,Ikeja,5,129472,2026-03-07
ORD12080,Smartphone,Ikeja,5,164090,2026-03-03
ORD12081,Camera,Ikeja,3,86002,2026-03-01
ORD12082,Camera,Lekki,1,37570,2026-03-02
ORD12083,Headphones,Yaba,2,222390,2026-03-02
ORD12084,Smartwatch,Yaba,3,257020,2026-03-07
ORD12085,Camera,Victoria Island,4,99832,2026-03-02
ORD12086,Headphones,Lekki,1,181921,2026-03-02
ORD12087,Smartwatch,Victoria Island,3,168475,2026-03-06
ORD12088,Camera,Ikeja,1,208902,2026-03-05
ORD12089,Smartwatch,Lekki,4,36844,2026-03-07
ORD12090,Smartwatch,Lekki,4,301421,2026-03-05
ORD12091,Laptop,Ikeja,2,360822,2026-03-06
ORD12092,Laptop,Victoria Island,2,335412,2026-03-02
ORD12093,Headphones,Lekki,1,109051,2026-03-02
ORD12094,Headphones,Yaba,3,132369,2026-03-03
ORD12095,Camera,Yaba,5,20090,2026-03-07
ORD12096,Smartphone,Yaba,3,148443,2026-03-06
ORD12097,Camera,Victoria Island,4,76154,2026-03-01
ORD12098,Laptop,Ikeja,4,253425,2026-03-06
ORD12099,Smartphone,Ikeja,1,313436,2026-03-03
ORD12100,Laptop,Ikeja,2,214203,2026-03-04
ORD12101,Laptop,Ikeja,1,366830,2026-03-04
ORD12102,Headphones,Lekki,1,67681,2026-03-06
ORD12103,Headphones,Ikeja,2,58353,2026-03-01
ORD12104,Headphones,Yaba,3,207395,2026-03-02
ORD12105,Camera,Yaba,1,170653,2026-03-03
ORD12106,Smartwatch,Ikeja,3,342209,2026-03-06
ORD12107,Laptop,Ikeja,1,202941,2026-03-06
ORD12108,Headphones,Ikeja,2,236748,2026-03-05
ORD12109,Smartphone,Yaba,2,50431,2026-03-01
ORD12110,Headphones,Ikeja,4,221434,2026-03-05
ORD12111,Smartphone,Ikeja,4,76518,2026-03-06
ORD12112,Camera,Yaba,1,150673,2026-03-03
ORD12113,Laptop,Victoria Island,2,47695,2026-03-04
ORD12114,Smartphone,Victoria Island,4,293911,2026-03-02
ORD12115,Smartwatch,Lekki,5,209945,2026-03-02
ORD12116,Camera,Lekki,4,491915,2026-03-03
ORD12117,Smartphone,Lekki,4,147744,2026-03-05
ORD12118,Smartwatch,Ikeja,3,143174,2026-03-02
ORD12119,Headphones,Lekki,5,174700,2026-03-06
ORD12120,Headphones,Yaba,3,101896,2026-03-01
ORD12121,Smartphone,Victoria Island,2,384615,2026-03-02
ORD12122,Headphones,Victoria Island,5,25158,2026-03-04
ORD12123,Headphones,Victoria Island,1,174454,2026-03-01
ORD12124,Smartwatch,Yaba,1,494935,2026-03-01
ORD12125,Laptop,Victoria Island,3,300351,2026-03-01
ORD12126,Headphones,Yaba,2,494647,2026-03-07
ORD12127,Laptop,Yaba,3,125592,2026-03-07
ORD12128,Camera,Lekki,1,53076,2026-03-06
ORD12129,Laptop,Victoria Island,3,383662,2026-03-07
ORD12130,Smartphone,Yaba,1,144104,2026-03-03
ORD12131,Smartwatch,Yaba,1,259602,2026-03-07
ORD12132,Camera,Victoria Island,5,345832,2026-03-01
ORD12133,Laptop,Ikeja,5,231078,2026-03-05
ORD12134,Laptop,Lekki,4,273687,2026-03-07
ORD12135,Camera,Victoria Island,4,273090,2026-03-01
ORD12136,Smartwatch,Lekki,2,297822,2026-03-05
