OrderID,Product,Store,Quantity,Price,OrderDate
ORD15000,Smartwatch,Victoria Island,1,85151,2026-04-23
ORD15001,Smartwatch,Victoria Island,1,152010,2026-04-19
ORD15002,Smartwatch,Ikeja,1,350607,2026-04-20
ORD15003,Smartphone,Lekki,5,437031,2026-04-23
ORD15004,Headphones,Yaba,5,310116,2026-04-19
ORD15005,Smartphone,Lekki,5,213920,2026-04-24
ORD15006,Camera,Ikeja,4,42617,2026-04-20
ORD15007,Smartwatch,Victoria Island,4,355388,2026-04-19
ORD15008,Smartphone,Victoria Island,2,358515,2026-04-20
ORD15009,Camera,Yaba,4,288675,2026-04-25
ORD15010,Smartwatch,Lekki,1,207280,2026-04-24
ORD15011,Smartwatch,Yaba,3,329375,2026-04-24
ORD15012,Smartphone,Lekki,1,158735,2026-04-24
ORD15013,Smartphone,Lekki,5,48915,2026-04-22
ORD15014,Laptop,Lekki,4,497388,2026-04-25
ORD15015,Smartphone,Ikeja,3,427945,2026-04-20
ORD15016,Laptop,Lekki,5,420309,2026-04-22
ORD15017,Laptop,Yaba,5,440847,2026-04-23
ORD15018,Headphones,Ikeja,4,499674,2026-04-20
ORD15019,Smartwatch,Ikeja,2,144127,2026-04-19
ORD15020,Laptop,Ikeja,1,279932,2026-04-22
ORD15021,Smartwatch,Yaba,2,442083,2026-04-19
ORD15022,Smartwatch,Lekki,4,65367,2026-04-21
ORD15023,Camera,Lekki,5,429100,2026-04-20
ORD15024,Smartwatch,Victoria Island,3,406752,2026-04-25
ORD15025,Smartwatch,Lekki,4,176449,2026-04-24
ORD15026,Smartwatch,Lekki,4,314270,2026-04-19
ORD15027,Headphones,Victoria Island,4,201314,2026-04-21
ORD15028,Headphones,Victoria Island,4,215381,2026-04-25
ORD15029,Headphones,Lekki,3,443526,2026-04-19
ORD15030,Camera,Ikeja,4,414734,2026-04-21
ORD15031,Laptop,Ikeja,5,210592,2026-04-23
ORD15032,Smartphone,Lekki,5,476611,2026-04-21
ORD15033,Smartwatch,Victoria Island,4,422460,2026-04-22
ORD15034,Headphones,Yaba,3,320497,2026-04-24
ORD15035,Smartphone,Lekki,5,463247,2026-04-21
ORD15036,Headphones,Yaba,2,159158,2026-04-24
ORD15037,Smartphone,Victoria Island,3,254572,2026-04-24
ORD15038,Smartwatch,Ikeja,5,27145,2026-04-20
ORD15039,Headphones,Victoria Island,2,320864,2026-04-22
ORD15040,Smartwatch,Ikeja,5,356091,2026-04-19
ORD15041,Laptop,Yaba,5,142294,2026-04-24
ORD15042,Headphones,Ikeja,3,374912,2026-04-25
ORD15043,Camera,Yaba,2,431860,2026-04-23
ORD15044,Camera,Yaba,2,205990,2026-04-24
ORD15045,Smartwatch,Ikeja,1,42996,2026-04-19
ORD15046,Camera,Lekki,1,183001,2026-04-23
ORD15047,Laptop,Ikeja,2,458996,2026-04-23
ORD15048,Smartphone,Victoria Island,3,399401,2026-04-21
ORD15049,Smartphone,Yaba,2,330629,2026-04-23
ORD15050,Camera,Ikeja,5,95080,2026-04-20
ORD15051,Smartwatch,Yaba,1,364967,2026-04-22
ORD15052,Smartwatch,Victoria Island,1,423441,2026-04-19
ORD15053,Headphones,Ikeja,5,469481,2026-04-23
ORD15054,Smartwatch,Victoria Island,4,411079,2026-04-21
ORD15055,Smartwatch,Yaba,1,116434,2026-04-22
ORD15056,Smartphone,Ikeja,4,128524,2026-04-19
ORD15057,Camera,Victoria Island,1,32924,2026-04-20
ORD15058,Smartwatch,Lekki,3,424832,2026-04-19
ORD15059,Headphones,Lekki,5,108068,2026-04-21
ORD15060,Laptop,Victoria Island,4,270496,2026-04-23
ORD15061,Headphones,Victoria Island,1,145575,2026-04-21
ORD15062,Smartwatch,Victoria Island,2,269434,2026-04-23
ORD15063,Camera,Yaba,3,106396,2026-04-20
ORD15064,Smartwatch,Lekki,2,72694,2026-04-25
ORD15065,Laptop,Ikeja,4,191550,2026-04-25
ORD15066,Camera,Ikeja,1,379379,2026-04-21
ORD15067,Smartphone,Lekki,3,365774,2026-04-19
ORD15068,Smartwatch,Ikeja,4,53973,2026-04-23
ORD15069,Camera,Yaba,4,296967,2026-04-25
ORD15070,Headphones,Yaba,4,145831,2026-04-19
ORD15071,Headphones,Lekki,2,332010,2026-04-20
ORD15072,Smartphone,Ikeja,5,305051,2026-04-23
ORD15073,Laptop,Lekki,1,422920,2026-04-20
ORD15074,Laptop,Yaba,4,421788,2026-04-21
ORD15075,Smartphone,Ikeja,1,345755,2026-04-24
ORD15076,Smartphone,Yaba,1,227403,2026-04-23
ORD15077,Laptop,Yaba,2,252286,2026-04-20
ORD15078,Smartphone,Yaba,5,387449,2026-04-24
ORD15079,Headphones,Victoria Island,1,199164,2026-04-25
ORD15080,Smartwatch,Ikeja,4,87916,2026-04-23
ORD15081,Headphones,Victoria Island,1,267900,2026-04-20
ORD15082,Laptop,Victoria Island,1,409080,2026-04-20
ORD15083,Smartwatch,Lekki,5,444486,2026-04-24
ORD15084,Laptop,Victoria Island,4,32461,2026-04-24
ORD15085,Camera,Victoria Island,1,135164,2026-04-20
ORD15086,Smartphone,Yaba,1,482364,2026-04-23
ORD15087,Camera,Ikeja,1,208653,2026-04-23
ORD15088,Headphones,Ikeja,3,43196,2026-04-22
ORD15089,Smartwatch,Victoria Island,4,378104,2026-04-22
ORD15090,Headphones,Yaba,4,383343,2026-04-20
ORD15091,Smartwatch,Ikeja,4,152916,2026-04-25
ORD15092,Smartphone,Victoria Island,2,496864,2026-04-20
ORD15093,Headphones,Victoria Island,5,244206,2026-04-24
ORD15094,Laptop,Lekki,4,423888,2026-04-25
ORD15095,Headphones,Lekki,4,108971,2026-04-20
ORD15096,Smartwatch,Lekki,1,141134,2026-04-25
ORD15097,Headphones,Yaba,3,485799,2026-04-25
ORD15098,Headphones,Lekki,1,51880,2026-04-20
ORD15099,Laptop,Lekki,5,144609,2026-04-23
ORD15100,Camera,Victoria Island,3,198279,2026-04-25
ORD15101,Smartwatch,Ikeja,2,481052,2026-04-20
ORD15102,Smartwatch,Victoria Island,5,498071,2026-04-21
ORD15103,Smartphone,Ikeja,3,351041,2026-04-23
ORD15104,Smartwatch,Yaba,4,406428,2026-04-20
ORD15105,Laptop,Lekki,1,126997,2026-04-24
ORD15106,Smartphone,Victoria Island,2,340367,2026-04-21
ORD15107,Laptop,Victoria Island,2,368305,2026-04-24
ORD15108,Smartphone,Victoria Island,1,262996,2026-04-23
ORD15109,Smartwatch,Victoria Island,3,145043,2026-04-20
ORD15110,Headphones,Victoria Island,4,404532,2026-04-21
ORD15111,Headphones,Ikeja,1,342433,2026-04-19
ORD15112,Headphones,Victoria Island,1,199672,2026-04-22
ORD15113,Smartphone,Ikeja,3,152956,2026-04-24
